shot_id,shot_made_flag
1,0.3883872625606788
8,0.42728026493331256
17,0.5195674315283676
20,0.5931059159622716
33,0.40200198604275506
34,0.5304888985373118
35,0.44483971892415625
36,0.4010266790215725
37,0.6901260003740698
38,0.4164973370089549
45,0.3365487337867209
50,0.3834787778372326
55,0.2806226883111456
60,0.25621996814686365
66,0.3186307054033198
67,0.3648535564092923
71,0.46974741527843716
80,0.26418400860682423
85,0.26483748507536453
86,0.6257894662240556
95,0.6363040015507498
104,0.3805716038374322
113,0.38780037062226835
123,0.22908421360935194
126,0.8745463040000443
133,0.5279594632368613
141,0.20217091306545068
144,0.4192762688406271
150,0.6121771446966316
152,0.3725303374312022
153,0.5791684218843016
156,0.3352758413081219
159,0.9296970445667777
165,0.6631635451870079
172,0.5197111101424494
182,0.8456962564395367
192,0.423822454272224
193,0.6459349040361732
196,0.38252693075664373
202,0.38350385837985107
210,0.2883653774388505
211,0.4988807824046054
228,0.8638990572202152
257,0.46569195282385545
260,0.47425579403838863
264,0.3662632409789057
267,0.7826576373021522
279,0.9253128035736355
282,0.46698871097809486
293,0.36628891066073793
299,0.8144108120900766
300,0.6934617402876511
301,0.7583283867040073
317,0.4295692069504879
327,0.4182780042221566
328,0.24628034555947245
335,0.39201998694344886
346,0.7517468054067975
348,0.18893057719347428
365,0.39079233770263155
390,0.6260904571479984
391,0.6340825088201624
392,0.7987940543796574
397,0.3593986318316754
418,0.4249331125444767
428,0.22229809401276265
434,0.7071509660571756
439,0.6580513289686203
440,0.42527806430119636
456,0.3755583219602739
459,0.23620641562818584
472,0.4363453656509031
480,0.2526498541258094
491,0.3280147813150146
497,0.4084329496709149
509,0.40357351112904505
511,0.3283707232350321
523,0.26739025062636146
533,0.4289869033408119
544,0.4764498035346205
546,0.43460567722423105
555,0.726480492362113
558,0.3403091639166668
560,0.30801834829733415
573,0.31684810879047787
591,0.5085108784866883
596,0.41609906581676115
597,0.5060976038251154
601,0.69512965940712
605,0.5160395038799517
617,0.3291030050773134
628,0.22800281109769568
634,0.3218227650277401
646,0.31936079087211516
649,0.37466088808198666
651,0.6444394421954717
654,0.8368566000912109
656,0.6199214425946539
657,0.4505132418544168
669,0.4496393905703649
670,0.9266920952427827
693,0.7654406855952357
694,0.353778302106864
699,0.44890523183921704
711,0.5069029208615238
718,0.37968432106096484
722,0.31851521529061755
723,0.30977663441486775
725,0.77817380221399
734,0.2973925630294593
735,0.4635085791090274
737,0.7667374913389702
746,0.3258172971812553
747,0.801901804471811
766,0.31760432658582566
767,0.3980923239106197
771,0.3342214741440595
773,0.1791407373866324
774,0.4106803756503605
783,0.2785354042490086
784,0.32668527134824904
789,0.3028243825005604
792,0.30316425559352467
804,0.308504832116976
809,0.3339730998279208
812,0.3096945249359477
813,0.3361298358670158
817,0.2788206866441142
820,0.34797315412527136
825,0.45961364452900255
826,0.3931914141237679
829,0.37895412928839894
855,0.3265408010825872
859,0.6937781532179473
862,0.3964507188847535
870,0.3642176956933135
876,0.26029308447844307
880,0.3392485118074418
886,0.9619166916450497
889,0.901908757090291
891,0.40293707564978165
897,0.9681011827379528
902,0.3229157237933232
903,0.3648785237413761
908,0.41692709942977935
909,0.38944693735436103
920,0.3442261232244382
922,0.4727434214205161
924,0.751701361913738
932,0.30225393091482516
934,0.33247861501479653
937,0.40469878846756924
941,0.30544208645623466
943,0.3613561298001772
950,0.4201646084370191
952,0.37768319064274974
954,0.9240319453202247
963,0.3797613475683602
975,0.31040110268831206
979,0.36824698220664104
981,0.4370863406731031
983,0.2133546468442646
985,0.6324986850614418
989,0.5630094998082726
995,0.5050961738348411
998,0.4760223047012172
1008,0.19514639949814494
1019,0.5647329092325679
1023,0.3652985261017529
1026,0.27449398677972453
1029,0.7703065968717184
1034,0.896161338399566
1036,0.726570540915121
1038,0.27395454819678783
1039,0.7293532904740839
1051,0.36915198460212845
1052,0.2826225576219404
1066,0.30968390599560625
1087,0.2925816824858158
1092,0.2774231654339217
1094,0.6927601287304223
1098,0.5402510181799323
1099,0.4582738826829776
1102,0.3317872144315337
1118,0.39862789353355194
1131,0.23576567192128015
1133,0.6301565924067535
1135,0.9263555640033623
1138,0.5412976056571346
1139,0.8634943347756897
1142,0.37570405482229313
1151,0.3553736085380293
1152,0.43535382197681055
1155,0.6914643975011757
1165,0.3224861569842973
1167,0.7992338469263794
1172,0.36514190160065707
1174,0.7295074424325921
1180,0.545736329484763
1200,0.5199222014634293
1202,0.3869969203678328
1227,0.6945700807376634
1228,0.6748490279758608
1229,0.3428622468560894
1237,0.4527750591773776
1241,0.41922254903876643
1256,0.3264894723725581
1279,0.4016727478330661
1293,0.2640245065387972
1295,0.3444050363421468
1319,0.6677051134883996
1320,0.36268829252642554
1321,0.8324530825257811
1322,0.7842674060092281
1334,0.31717107391805116
1351,0.6935735691612451
1373,0.36476547138984255
1375,0.23673108326152686
1380,0.4831346508412562
1382,0.7297873793932054
1385,0.40640429324651123
1399,0.4324449484973138
1403,0.8638871824595538
1428,0.31791518068081687
1434,0.36455572813619835
1444,0.9355002703017573
1448,0.4168720966607886
1466,0.9065259426948102
1476,0.3415829430983131
1478,0.4521041852692951
1485,0.4655261964658679
1491,0.5634207153782648
1494,0.7441329521498157
1500,0.34633518962255705
1501,0.7626093623190086
1503,0.42272048340467605
1519,0.6041375565763205
1524,0.33090614905902965
1529,0.7411158838281401
1533,0.6301258733274957
1538,0.9476722132034566
1539,0.43535560121408856
1546,0.45742201248833386
1555,0.32122007979416073
1559,0.45213102963276397
1563,0.7440985362787269
1565,0.7544235490432126
1574,0.36276149940362723
1591,0.37821515176987874
1594,0.20802653058513682
1605,0.28172220933232456
1611,0.42760882269060363
1614,0.3671660371019471
1620,0.39507844266100806
1626,0.31395866697787644
1630,0.3819073020082742
1632,0.32556585564576257
1634,0.31700713612169146
1643,0.3417652857732999
1651,0.4738918586792746
1655,0.42484053558803625
1658,0.324551281415047
1659,0.4470745338264147
1665,0.4677245260114675
1675,0.34472993347631575
1680,0.6670121783481386
1690,0.4020381255494412
1696,0.375454996284007
1714,0.19949572908965427
1721,0.43070766428823487
1726,0.4977865362536942
1728,0.4187119550396944
1734,0.2941758460741522
1735,0.34233859278467615
1740,0.3889300101615879
1744,0.7801673238044752
1747,0.35352569323251176
1752,0.227229593173046
1763,0.7510964785060705
1765,0.7234994777893657
1769,0.3648718582286824
1785,0.7156874593993019
1787,0.3200474145718372
1788,0.44172315101685145
1793,0.31258921074396284
1800,0.45221830820791986
1825,0.4113741194282844
1826,0.6756147769511303
1834,0.3011376928475658
1843,0.3537849598549687
1844,0.3406327813278944
1848,0.25944102666018615
1849,0.3963737059514678
1860,0.3893080422873096
1863,0.3897931265270303
1875,0.7142946134515528
1883,0.40020164935291214
1890,0.4575502223898795
1892,0.4345354498680241
1893,0.46799938625818177
1897,0.33976367892901144
1905,0.4195419776576398
1908,0.600164832077388
1931,0.38106029068756875
1940,0.8773860057031846
1943,0.35425600147442726
1947,0.13362121929897924
1965,0.768579067505943
1967,0.3531380929376016
1968,0.39059642031893244
1972,0.7385289634095331
1982,0.35055088572159226
1985,0.36737406541304113
2005,0.8135830089414741
2010,0.8540238654111649
2021,0.26119693047522913
2024,0.7642547429580576
2036,0.4323509683422675
2043,0.7026715465279298
2047,0.6272429771304278
2049,0.47229647218033305
2055,0.2895253242011291
2065,0.4922733495221387
2066,0.24963191795533238
2070,0.31288952827413463
2077,0.9202033348943595
2085,0.6707674564568803
2095,0.6556457246199905
2097,0.6619598918849872
2108,0.3902733868250551
2112,0.6983436638128339
2113,0.660996314480952
2122,0.27960248642783087
2139,0.37821430950258345
2144,0.675384221841327
2146,0.3022444957506016
2148,0.21033782715297933
2149,0.7137218584745498
2157,0.319520447063068
2159,0.36094884784898995
2168,0.31975748207228366
2176,0.378756765687756
2178,0.5712093049843155
2181,0.2843831651497843
2187,0.8258463047827137
2188,0.266214917038928
2190,0.22028236362204
2194,0.33662708589529716
2197,0.21974008215470134
2214,0.35089849086860314
