shot_id,shot_made_flag
1,0.42004117036116556
8,0.33920095095881064
17,0.6213775007939503
20,0.6955438060728327
33,0.37992849467524176
34,0.4512156122066294
35,0.4586348613638091
36,0.439494817919
37,0.7334361842028089
38,0.3985013584993593
45,0.3796783723387526
50,0.35041159346508266
55,0.3240469539398279
60,0.31883974827131045
66,0.35084310966465665
67,0.3213075581964948
71,0.42481824953324765
80,0.29133929519427065
85,0.30623234137096195
86,0.6485935764787735
95,0.6562392517105412
104,0.34695179493239375
113,0.3975884968354181
123,0.28251212046059687
126,0.828804931781016
133,0.504606186842413
141,0.25729010781800205
144,0.4529333276755743
150,0.7003832402294542
152,0.3551413633141692
153,0.6753574990436719
156,0.31307217558950007
159,0.8444906206656596
165,0.7087523986309251
172,0.4716607979321425
182,0.8661931566276182
192,0.4019929015847686
193,0.7047229939489171
196,0.348004310831763
202,0.3561284644392881
210,0.35773467527282893
211,0.43829474095403
228,0.8780909765261055
257,0.42956008059713824
260,0.40118255656880564
264,0.3782056720609767
267,0.7172304132652095
279,0.877290590639954
282,0.42460997188335503
293,0.3969552657255198
299,0.8265687491044835
300,0.6904736869979391
301,0.7398575949826035
317,0.3560516482375413
327,0.3902722934733689
328,0.3059572254047663
335,0.3550943861587537
346,0.751059149869714
348,0.259734586079571
365,0.3836898715612657
390,0.7187344898354877
391,0.7127549130939558
392,0.7621596718008463
397,0.32708456069775216
418,0.39991883916235
428,0.238947840451222
434,0.68828271304396
439,0.4883491828583846
440,0.4358673676082299
456,0.35058917698276687
459,0.29657520626177414
472,0.42569409950106507
480,0.2643201146685459
491,0.33600615490867913
497,0.36391522766917395
509,0.3859665359091134
511,0.364828647514819
523,0.2460060314381245
533,0.4390581533649562
544,0.45811657811174156
546,0.3987954243854003
555,0.7181108256528242
558,0.3754004610149614
560,0.32280170093725663
573,0.3145539938394922
591,0.48757362689840567
596,0.3520612670599402
597,0.4320230383408817
601,0.6898680160498971
605,0.4506137149818278
617,0.3421055991768607
628,0.28109328984532517
634,0.3610709437042234
646,0.3033453674276703
649,0.36550162044185175
651,0.7021988850002798
654,0.7606498207221785
656,0.46195786493786395
657,0.4028941850371925
669,0.3925811509475597
670,0.8787507150945558
693,0.6939580907773297
694,0.32445388400445957
699,0.42024963273665505
711,0.4282338127723136
718,0.41076421893474396
722,0.3693642675075622
723,0.32699060085224235
725,0.7576046173460779
734,0.3368084487436973
735,0.41061950079516063
737,0.7606802803521839
746,0.32592038327283895
747,0.7514495403160044
766,0.32090923001813465
767,0.3462947152331456
771,0.2833126901093414
773,0.22942749683874553
774,0.3798397803597825
783,0.3016738595581112
784,0.390998482417829
789,0.30374698867737787
792,0.3808281194204876
804,0.344772111381288
809,0.36316098599063823
812,0.3641548135485414
813,0.3577550257376976
817,0.30807576825897254
820,0.3395229961262316
825,0.38457293757302174
826,0.3604217186580859
829,0.38537134276232704
855,0.41166942217622926
859,0.7244436841665227
862,0.391689509497482
870,0.37366165777605753
876,0.31386299748811836
880,0.329289029673721
886,0.890055802741236
889,0.8362394421145428
891,0.37239332416472465
897,0.8912405151166205
902,0.3435858296702636
903,0.33616850323688485
908,0.3633948540762608
909,0.37230284234145905
920,0.3615849101251716
922,0.4193502520214032
924,0.6988203488216904
932,0.38726887275715083
934,0.3302136509103639
937,0.3827599770075134
941,0.33131256331955966
943,0.39279057090194075
950,0.4342459465013993
952,0.3530823274263462
954,0.8772177153150339
963,0.3854263464922427
975,0.3557189559132445
979,0.3784321060404779
981,0.39213530505173133
983,0.22771038563253787
985,0.4995146421974265
989,0.4271086246899616
995,0.47325621373997206
998,0.43080161136718487
1008,0.2608399332404391
1019,0.6408222065620153
1023,0.39056834306727367
1026,0.32522651300482297
1029,0.7384294240309721
1034,0.8337519501241871
1036,0.6788690380463858
1038,0.31470417799205364
1039,0.7037372389371171
1051,0.33392183917883206
1052,0.2996245364542763
1066,0.3004215217059552
1087,0.2877386516413466
1092,0.24210205693196649
1094,0.7731486128065171
1098,0.4558474119121165
1099,0.3771925327429299
1102,0.361218149302439
1118,0.42240729110474856
1131,0.291155078069635
1133,0.7268784955275671
1135,0.8771365121366443
1138,0.4431628283642769
1139,0.7947034974109246
1142,0.4111070665720386
1151,0.3467910911283979
1152,0.3796230003259845
1155,0.6913621056161086
1165,0.3450247531094232
1167,0.8727556782973395
1172,0.37042530430678805
1174,0.7226299977071865
1180,0.47454083957525056
1200,0.4463748760439669
1202,0.3804706255222047
1227,0.6759758465823152
1228,0.7290408209658008
1229,0.3449176377481197
1237,0.4092463537432091
1241,0.35411825697229565
1256,0.3032754997417225
1279,0.41342893448892254
1293,0.2344423228666733
1295,0.33335875192608416
1319,0.742023779186105
1320,0.3821846647315441
1321,0.7608478275629503
1322,0.6971656726484624
1334,0.28511612376967765
1351,0.6984958750483886
1373,0.32634184135508476
1375,0.32607795602468626
1380,0.4241449388497453
1382,0.7426297428884406
1385,0.42798867165976895
